"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"311",2009,"33","33","33","33","33","33","33","33","33","33","33","33","31","31","31","31","31","30","28","28","25","21","20","20","18","15","15","17","15","15","15","16","17","16","16","14","13","12","12","13","13","13","14","14","13","14","14","14","14","14","13","13","12","15","14","14","15","14","15","15","16","19","17","20","22","23","24","24","24","25","25","26","24","24","26","27","29","29","29","29","31","29","30","31","32","33","33","33","33","33","33","33"
"312",2010,"0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","5","5","3","3","3","5","8","11","20","23","26","29","32","38","39","39","39","39","37","36","32","23","26","27","27","28","30","31","35","34","33","31","30","28","31","32","30","29","29","29","29","30","29","28","25","25","25","14","14","9","6","2","4","2","1","3","2","2","2","2","2","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1"
"313",2012,"4","4","6","6","8","8","8","8","8","8","11","13","14","17","20","25","27","28","32","31","29","30","32","31","26","24","19","18","17","20","25","26","26","27","29","26","23","21","19","17","16","17","16","16","15","14","16","14","12","11","8","6","4","2","3","2","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","2","2","2","3","3","2","1","1","2","2","1","1","0","1","1","1","1","2"
"314",2017,"2","2","2","2","1","1","2","2","1","1","0","0","0","0","1","1","0","0","2","7","4","7","15","15","17","19","23","25","28","27","27","30","30","31","31","32","32","30","33","33","32","32","31","32","33","33","33","33","30","30","28","27","28","27","27","27","25","23","19","16","16","15","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","2","2","2","2","2","2","1","0"
"315",2021,"0","0","0","0","3","3","3","3","3","3","2","2","1","2","4","6","4","4","4","0","0","0","2","2","5","3","2","1","0","0","0","3","4","5","3","4","5","4","5","3","4","7","7","5","7","10","7","6","4","1","4","4","1","1","2","5","3","0","3","4","6","6","0","4","4","5","13","17","21","24","17","22","19","18","17","16","17","13","13","15","14","10","7","5","3","13","15","14","14","13","9","10"
"316",2022,"22","22","22","22","23","23","23","23","24","24","24","24","24","24","25","25","25","25","28","25","25","26","26","25","25","26","27","27","27","26","28","27","27","27","27","25","25","24","25","25","25","25","25","25","25","25","26","25","25","25","24","22","23","23","23","24","22","21","20","17","17","16","16","15","14","10","10","12","12","12","11","11","11","10","10","10","10","11","12","12","12","13","13","13","13","14","14","14","14","14","14","14"
"317",2023,"0","0","0","0","0","2","2","2","2","2","2","2","3","4","3","5","3","6","11","19","25","34","34","34","34","34","33","33","33","33","32","33","32","33","33","33","33","32","30","26","27","28","29","29","27","26","26","28","27","27","24","24","25","25","21","21","22","21","22","22","18","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","23","22","18","17","15","13","10","10","9","8","7","7","7"
"318",3002,"20","20","20","20","1","1","3","3","3","3","2","2","5","6","6","8","10","5","7","9","14","8","11","16","21","24","24","24","24","23","21","21","22","22","17","18","17","11","10","7","8","10","6","5","5","4","4","3","3","2","3","1","4","5","6","4","5","6","5","2","2","3","1","1","1","2","4","2","1","2","1","1","1","1","3","5","3","5","6","6","8","9","8","7","8","7","7","7","8","7","10","10"
"319",3041,"1","1","1","1","2","2","2","2","2","2","3","3","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","2","2","2","2","2","2","3","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","3","3","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"320",3042,"7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","10","10","10","9","10","10","10","8","8","8","7","9","8","9","10","10","10","10","10","10","9","8","8","8","8","8","8","8","8","8","8","8","15","14","14","14","14","14","14","14","14","13","12","12","11","10","10","10","10","11","11","11","10","11","11","12","12","12","12","11","11","11","10","10","10","10","10","10","10","10","10"
"321",3043,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","10","10","10","10","9","9","9","9","9","9","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"322",3044,"14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","13","13","13","13","13","13","14","14","14","14","14","14","16","14","14","14","14","14","14","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","15","15","15","15","15","15","15","16","16","17","17","17","17","17","17","17","17","17","17","17","16","16","16","16","16","15","15"
"323",3046,"7","7","7","7","6","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"324",3047,"15","15","15","16","15","15","15","15","15","15","17","17","17","17","17","16","16","15","15","12","12","12","11","10","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","8","8","8","8","10","10","10","11","11","12","12","11","12","12","12","12","12","12","12","12","12","12","12","12","12","13","13","13","13","13","13","14","14","14","14","14","14"
"325",3048,"8","8","8","8","8","8","9","9","9","9","9","9","9","9","9","9","8","9","9","9","8","7","6","6","6","6","6","6","6","6","6","6","6","7","7","6","5","5","4","4","4","4","3","3","3","3","3","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","4","4","4"
"326",3049,"5","5","5","5","6","6","6","6","6","6","6","5","5","5","5","4","3","3","4","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","6","6","6","6","5","5","5","6","6","6","6","7","7","7","7","7","7","8","8","8","8","8","9","10","10","10","10","10","10","12","12","11","10","10","10","11","11","11","11","11","11","11","11","12","12","11","11","12","12","12","12","12","12"
"327",3050,"9","9","9","9","9","9","9","9","9","9","9","8","8","8","8","8","8","8","7","6","6","6","6","4","3","3","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","7","5","4","4","4","4","4","4","6","6","6","6","5","5","5","5","6","6","5","6","5","5","5","5","5","5","5","6","6","8","8","8","9","9","10","10","11","12","12","12","12","12","12","11","12","12"
"328",3052,"10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","8","9","8","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","6","6","4","4","4","3","2","2","3","2","2","1","3","5","6","6","6","7","7","7","6","6","6","6","6","7","7","8","8","9","9","9","9","9","9","9","9","9","9","9","10"
"329",3053,"11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11"
"330",3054,"9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8","8","7","7","7","7","6","6","6","5","5","4","4","4","4","4","3","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7","12","12","12","12","12","12","13","13","13","14","14","14","14","14","14","14","14","14","14","15","15","15","15","15","15","15"
"331",3055,"11","11","11","11","13","13","13","13","13","13","13","13","13","13","13","13","13","12","11","11","11","11","11","11","11","11","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","6","5","5","5","5","4","4","6","6","7","7","8","8","8","9","9","9","10","10","10","9","8","8","8","8","8","8","8","8","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11"
"332",3056,"8","8","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","10","10","10","10","10","9","9","9","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","10","10","11","11","11","11","11","10","10","12","12","12","12","12","12","12","12"
"333",3057,"9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","10","10","9","9","7","7","7","7","7","7","5","5","6","6","6","5","5","5","5","5","5","5","5","5","5","4","4","4","5","5","5","5","5","5","5","5","5","5","4","4","4","4","5","5","6","7","6","7","7","7","7","7","7","7","7","8","8","9","9","9","9","9","9","9","10","9","9","9","9","10","10","10","10","10"
"334",3058,"7","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8","7","7","7","7","7","7","7","7","7","6","5","5","5","5","5","5","5","5","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","5","5","5","6","6","6","6","6","6","6","6","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"335",3059,"7","8","8","8","9","9","9","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","13","11","11","11","11","11","10","9","9","9","9","9","9","9","8","8","7","7","7","7","7","7","7","7","7","7","7","8","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","9"
"336",3060,"15","15","15","15","16","16","17","17","17","17","17","17","17","17","17","16","16","16","16","16","16","16","16","16","15","13","13","12","11","11","11","11","11","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","12","12","12","12","12","11","11","11","11","11","11","11","12","13","13","14","14","14","13","13","13","13","13","14","14","15","16","17","18","18","18","19","19","19","19","19","19","19","18","18","18"
"337",3061,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","3","3","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","4","4","4","4","4","3","5","5","5","5","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5"
"338",3062,"7","7","7","7","6","6","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6","6","7","8","7","7","7","7","7","7","7","7","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","7","6","6","4","4","3","4","4","4","4","4","4","4","4","4","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1"
"339",3063,"6","6","6","6","6","8","8","8","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","10","10","10","10","10","10","10","11","10","10","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11"
"340",3064,"9","9","9","9","8","8","8","8","8","8","7","7","7","7","6","6","7","7","8","6","7","8","9","9","10","11","10","10","10","10","8","8","8","11","11","11","11","11","10","11","11","12","12","12","12","12","12","12","12","11","12","12","13","13","14","13","12","12","11","10","9","9","10","8","8","8","10","10","10","10","9","9","9","8","8","7","6","6","6","7","7","7","8","8","7","9","9","9","9","9","8","8"
"341",3065,"11","11","11","11","11","11","9","9","11","11","11","11","10","10","10","11","11","11","11","11","11","11","11","10","10","12","12","12","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","12","12","12","12","12","12","11","11","11","11","10","10","12","11","10","10","10","10","11","11","11","11","12","12","12","11","11","11","11","11","11","11","10","10","10","10","10","9","10","10","10","10","10","10"
"342",3066,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","4","4","5","6","6","6","6","7","7","8","9","9","9","10","10","10","9","9","9","9","9","9","9","9","8","7","7","7","7","7","7","7","7","6","6","6","4","4","4","4","4","3","1","0","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"343",3067,"10","10","10","10","10","10","9","9","9","9","9","9","8","8","8","8","8","7","7","7","8","8","8","8","8","8","8","8","7","7","7","7","7","7","7","8","8","7","6","6","6","6","7","7","6","5","5","5","5","5","6","3","3","3","3","3","4","4","4","4","4","4","6","6","6","6","5","4","4","4","4","4","4","4","4","4","4","4","4","3","5","6","6","6","6","7","7","7","7","6","6","6"
"344",3068,"23","23","23","23","23","23","23","23","23","23","24","24","24","24","24","24","23","23","22","22","22","22","21","21","22","22","23","23","22","22","22","23","23","23","22","22","22","22","22","22","22","22","22","22","22","22","20","20","20","20","20","20","20","20","20","20","20","20","20","19","19","19","18","18","18","19","19","20","19","20","20","20","20","20","20","21","21","22","22","23","24","24","24","23","23","23","23","24","24","24","24","24"
"345",3069,"8","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8","8","7","8","8","8","8","8","8","8","8","8","8","8","9","9","10","10","9","8","8","8","8","8","8","7","7","7","7","7","8","8","8","8","8","8","8","8","7","8","7","6","6","6","6","6","7","6","6","6","6","6","6","7","7","7","8","8","8","8","8","8","8","8","8","9","9","9","9","9","10","10"
"346",3070,"17","17","19","19","19","19","21","21","21","21","21","21","21","21","21","21","21","21","21","21","21","21","21","21","21","20","19","18","18","18","16","16","16","16","15","15","15","15","15","16","16","16","16","16","16","16","15","15","15","15","15","15","16","16","16","16","16","16","16","16","17","17","18","18","17","17","17","17","17","17","17","17","19","19","19","19","19","19","19","18","18","18","18","18","18","18","19","19","19","19","19","19"
"347",3071,"2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","14","14","14","14","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","15","15","15","15","15","15","15","15","15","15","15","15","15","14","12","13","13","12","12","12","12","16","18","18","16","16","16","16","17","17","17","18","18","18","18","18","18","18","18","18","18","18","18"
"348",3072,"8","8","8","8","8","8","8","8","8","8","8","8","8","7","7","7","7","7","6","6","6","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","8","8","9","9","9","9","9","9","8","9","9","9","9","10","10","11","11","12","12","13","13","13","13","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12"
"349",3073,"14","14","14","14","15","15","15","15","15","15","14","14","14","14","14","14","14","14","14","14","13","13","13","12","12","12","12","12","12","11","11","10","10","10","9","9","9","9","9","10","10","10","10","10","8","8","9","9","9","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","7","7","8","9","9","9","9","9","12","12","12","14","15","14","14","14","15","17","15","14","14","14","14","14","14","15","15","15"
"350",3074,"13","13","13","13","12","12","12","12","12","12","12","12","12","12","12","12","11","11","12","12","10","9","8","8","8","8","8","7","8","9","7","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","9","9","9","9","9","9","10","11","11","13","13","13","13","15","13","13","16","16","15","17","17","16","14","14","13","13","12","12","13","13","14","17","17","17","17","17","17","17","17"
"351",3075,"18","18","18","18","17","17","17","17","17","17","17","17","17","17","16","16","16","16","15","15","15","15","14","15","14","15","15","15","15","15","15","15","15","15","15","15","15","15","14","14","14","14","14","14","14","14","14","13","13","13","14","14","14","14","14","14","14","14","14","13","13","15","13","14","14","15","14","14","13","12","12","12","12","12","12","12","12","12","12","12","12","12","12","13","13","14","14","14","14","14","13","13"
