"id","sid","X2015.10.08.00.12.00","X2015.10.08.00.34.00","X2015.10.08.00.40.00","X2015.10.08.01.32.00","X2015.10.08.01.52.00","X2015.10.08.02.52.00","X2015.10.08.02.58.00","X2015.10.08.04.13.00","X2015.10.08.04.30.00","X2015.10.08.05.58.00","X2015.10.08.06.16.00","X2015.10.08.06.41.00","X2015.10.08.06.54.00","X2015.10.08.07.07.00","X2015.10.08.07.25.00","X2015.10.08.07.38.00","X2015.10.08.07.52.00","X2015.10.08.08.05.00","X2015.10.08.08.18.00","X2015.10.08.08.31.00","X2015.10.08.08.44.00","X2015.10.08.08.57.00","X2015.10.08.09.10.00","X2015.10.08.09.22.00","X2015.10.08.09.35.00","X2015.10.08.09.48.00","X2015.10.08.10.00.00","X2015.10.08.10.12.00","X2015.10.08.10.24.00","X2015.10.08.10.37.00","X2015.10.08.10.49.00","X2015.10.08.11.03.00","X2015.10.08.11.18.00","X2015.10.08.11.33.00","X2015.10.08.11.48.00","X2015.10.08.12.02.00","X2015.10.08.12.17.00","X2015.10.08.12.32.00","X2015.10.08.12.47.00","X2015.10.08.12.59.00","X2015.10.08.13.12.00","X2015.10.08.13.24.00","X2015.10.08.13.37.00","X2015.10.08.13.49.00","X2015.10.08.14.02.00","X2015.10.08.14.15.00","X2015.10.08.14.28.00","X2015.10.08.14.40.00","X2015.10.08.14.53.00","X2015.10.08.15.07.00","X2015.10.08.15.20.00","X2015.10.08.15.33.00","X2015.10.08.15.46.00","X2015.10.08.15.59.00","X2015.10.08.16.13.00","X2015.10.08.16.26.00","X2015.10.08.16.39.00","X2015.10.08.16.52.00","X2015.10.08.17.06.00","X2015.10.08.17.19.00","X2015.10.08.17.32.00","X2015.10.08.17.53.00","X2015.10.08.18.12.00","X2015.10.08.18.25.00","X2015.10.08.18.38.00","X2015.10.08.18.51.00","X2015.10.08.19.04.00","X2015.10.08.19.17.00","X2015.10.08.19.30.00","X2015.10.08.19.43.00","X2015.10.08.19.55.00","X2015.10.08.20.08.00","X2015.10.08.20.21.00","X2015.10.08.20.39.00","X2015.10.08.20.53.00","X2015.10.08.21.03.00","X2015.10.08.21.18.00","X2015.10.08.21.29.00","X2015.10.08.21.41.00","X2015.10.08.21.53.00","X2015.10.08.22.04.00","X2015.10.08.22.16.00","X2015.10.08.22.27.00","X2015.10.08.22.38.00","X2015.10.08.22.56.00","X2015.10.08.23.04.00","X2015.10.08.23.16.00","X2015.10.08.23.24.00","X2015.10.08.23.35.00","X2015.10.08.23.50.00","X2015.10.08.23.56.00"
"32",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-2,0,2,-1,0,1,-1,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,1
"33",232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",236,4,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,2,20,0,0,0,0,0,0,-1,0,0,1,0,-1,2,-1,1,0,0,6,15,0,0,-2,-1,0,1,0,0,0,0,NA,NA,0,1,-2,0,1,-26,26,0,-1,-26,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,-1,NA,NA
"36",237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,2,-2,2,2,-4,2,-1,0,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
"37",238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-2,1,0,0,0,0,0,0,0,0,-1,0,2,-2,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,-1,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
"43",245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44",247,0,0,-1,1,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,-5,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-3,2,0,0,-1,1,0,0,0,-2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
"47",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-3,1,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,1,-1,0,1,-2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-2,0,1,0,1,1,0,-4,4,0,0,0,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",251,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-2,0,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",252,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,1,0,0,-1,4,-3,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
"50",253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,-1,1,0,0,0,1,-1,0,0,0,0,0,-2,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,0,-1,-2,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"51",257,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,3,-2,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-2,2,0,0,0,0,0,1,-1,0,-2,2,0,0,0,0,-1,1,1,-1,-1,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0
"54",260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,-5,-9,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,-1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0
"56",262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",263,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"58",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
"59",265,0,0,0,0,0,-14,0,0,0,0,0,1,-1,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
"60",266,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",268,0,0,0,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,2,-1,-1,-1,1,-1,0,1,-1,0,-1,0,0,0,0,2,0,0,0,-2,1,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,3,-2,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
"64",274,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",275,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",276,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-2,2,0,0,0,-1,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,-2,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-14,-9,-1
"69",280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,1,0,0,0,-1,-3,-2,3,-3,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
"70",281,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,1,-1,2,-1,-1,1,-1,0,1,0,-1,0,1,0,0,0,-1,1,-1,0,0,0,-1,2,0,0,0,0,0,0,8,3,0,1,-1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
"72",284,0,0,0,0,0,0,0,-15,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,2,-1,0,0,0,1,-1,0,0,0,0,0,-1,1,0,0,-2,2,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1
"73",285,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,0,0,1,0,-1,0,-1,1,0,0,1,-1,0,0,0,0,0,-1,1,0,-1,0,0,-1,1,1,-1,0,-1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,2,-2,0,0,-1,0,0,0,3,-3,0,1,0,0,0,0,2,-2,0,0,0,0,-1,1,0,0,0,0,-1,0
"74",289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",290,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",293,1,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,1,-1,0,0,0,1,-1,1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,1,-1,1,-1,1,0,0,-1,2,-1,0,0,1,-1,0,1,0,0,0,-1,1,2,-3,0,0,1,0,-2,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0
"79",296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,2,-2,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,1,0
"80",297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,1,-2,-1,1,1,0,-2,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0
"81",298,0,-9,-6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",300,-1,1,0,0,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-3,3,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-13,0
"83",301,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-3,1,-1,0,0,0,0,0,-15,0,0
"84",302,0,0,0,0,0,0,0,-9,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
"86",304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,-2,2,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",305,5,0,0,-1,-16,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",306,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-2,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,-1,1,2,-1,-2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",307,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,3,-2,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,2,0,0,0,0
"90",308,9,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"91",309,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,-5,-5,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,2,-1,0,1,4,5,5,5,-1,0,1,-1,0,-1,2,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",310,-7,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",311,0,0,0,0,0,0,0,0,0,0,0,-3,0,-2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0
"94",312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,0,0,1,-2,0,0,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
"95",313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
