"id","sid","X2015.10.08.00.12.00","X2015.10.08.00.34.00","X2015.10.08.00.40.00","X2015.10.08.01.32.00","X2015.10.08.01.52.00","X2015.10.08.02.52.00","X2015.10.08.02.58.00","X2015.10.08.04.13.00","X2015.10.08.04.30.00","X2015.10.08.05.58.00","X2015.10.08.06.16.00","X2015.10.08.06.41.00","X2015.10.08.06.54.00","X2015.10.08.07.07.00","X2015.10.08.07.25.00","X2015.10.08.07.38.00","X2015.10.08.07.52.00","X2015.10.08.08.05.00","X2015.10.08.08.18.00","X2015.10.08.08.31.00","X2015.10.08.08.44.00","X2015.10.08.08.57.00","X2015.10.08.09.10.00","X2015.10.08.09.22.00","X2015.10.08.09.35.00","X2015.10.08.09.48.00","X2015.10.08.10.00.00","X2015.10.08.10.12.00","X2015.10.08.10.24.00","X2015.10.08.10.37.00","X2015.10.08.10.49.00","X2015.10.08.11.03.00","X2015.10.08.11.18.00","X2015.10.08.11.33.00","X2015.10.08.11.48.00","X2015.10.08.12.02.00","X2015.10.08.12.17.00","X2015.10.08.12.32.00","X2015.10.08.12.47.00","X2015.10.08.12.59.00","X2015.10.08.13.12.00","X2015.10.08.13.24.00","X2015.10.08.13.37.00","X2015.10.08.13.49.00","X2015.10.08.14.02.00","X2015.10.08.14.15.00","X2015.10.08.14.28.00","X2015.10.08.14.40.00","X2015.10.08.14.53.00","X2015.10.08.15.07.00","X2015.10.08.15.20.00","X2015.10.08.15.33.00","X2015.10.08.15.46.00","X2015.10.08.15.59.00","X2015.10.08.16.13.00","X2015.10.08.16.26.00","X2015.10.08.16.39.00","X2015.10.08.16.52.00","X2015.10.08.17.06.00","X2015.10.08.17.19.00","X2015.10.08.17.32.00","X2015.10.08.17.53.00","X2015.10.08.18.12.00","X2015.10.08.18.25.00","X2015.10.08.18.38.00","X2015.10.08.18.51.00","X2015.10.08.19.04.00","X2015.10.08.19.17.00","X2015.10.08.19.30.00","X2015.10.08.19.43.00","X2015.10.08.19.55.00","X2015.10.08.20.08.00","X2015.10.08.20.21.00","X2015.10.08.20.39.00","X2015.10.08.20.53.00","X2015.10.08.21.03.00","X2015.10.08.21.18.00","X2015.10.08.21.29.00","X2015.10.08.21.41.00","X2015.10.08.21.53.00","X2015.10.08.22.04.00","X2015.10.08.22.16.00","X2015.10.08.22.27.00","X2015.10.08.22.38.00","X2015.10.08.22.56.00","X2015.10.08.23.04.00","X2015.10.08.23.16.00","X2015.10.08.23.24.00","X2015.10.08.23.35.00","X2015.10.08.23.50.00","X2015.10.08.23.56.00"
"97",315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,-1,0,1,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-2,2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
"99",317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,1,-1,0,0,0,0,1,-2,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
"100",318,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,6,4,6,4,0,0,5,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,2,-1,0,0,0,0,-1,0,1,1,-1,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
"101",319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",320,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,-1,0,2,-1,0,1,-1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-8,0,0,1,-1,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,0,-13,-1,-1,1,1,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
"108",327,0,0,0,0,0,1,0,0,-1,1,-1,0,0,-1,2,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1,-1,2,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,2,-2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",329,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,-4,-16,1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
"111",330,NA,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1,2,-1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",334,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,1,-1,0,0,0,1,-1,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,-1,1,0,0,0,1,1,-2,-1,1,-3,2,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
"115",335,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,1,-2,1,0,-2,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"116",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,-1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,0,-1,1,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",337,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,-8,-7,0,-13,-7,-10,-7,1,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,3,3,7,9,4,4,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",339,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",340,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",342,0,0,0,0,0,-12,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,8,-1,0,0,8,0,0,0,0,0,0,8,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,-1,-7,0,0,0,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,-18,0
"122",343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,-2,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",345,0,3,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,1,0,0,0,1,1,-1,1,-1,0,-1,1,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
"125",346,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5,-13,-4,-10,-4,-1,0,-10,0,0,0,0,-11,-12,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,3,-3,-1,1,-2,1,0,0,0,0,0,0,0,1,5,3,7,5,5,4,0,0,1,0,-1,2,-1,0,-4,0,-2,13,0,0,2,-2,0,1,-1,0,0,0,0,0,0
"127",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,-1,1,0,-1,2,-1,0,0,0,1,-1,0,-1,2,-2,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
"128",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-2,1,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-5,-1,-4,-5,-5,1,-5,-6,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,-15,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",355,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,1,0,0,0,1,0,-1,1,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",356,-5,-3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,1,2,4,2,1,5,4,0,0,0,4,6,5,3,0,-2,2,4,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2,2,0,0,0,0,1,0,0,0,0,1,-1,-1,0,-1,-8,-6,2,-2,-1,-6,-3,0,0,0,0,-4,0,1,-1,-4,-4,-1,1,0,0,0,0
"135",358,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,1,-1,0,0,0,0,-1,2,-1,0,0,-1,0,0,-2,2,0,0,1,-1,0,0,0,0,0,2,-2,-1,1,0,0,0,0,0,0,0,0,0,0
"136",359,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-2,-4,0,-6,-5,-4,-7,-2,-1,-5,0,-4,-5,0,1,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,-1,-1,1,0,0,0,0,-1,1,0,0,0,-1,0,1,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0
"139",362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,-2,2,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,2,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",363,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,21,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,4,2,0,0,0,1,-2,0,0,0,0,0,0,-1,1,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-2,1,0,0,0,0,0,-2,2,0,0,0,0,0,-18,-11,0,-1,0,0,0,0,0,-2,2,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",368,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,5,9,7,4,4,1,-1,0,0,2,-2,1,-1,0,0,0,0,0,1,1,-1,0,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,-4,-3,-9,0,-9,-6,2,0,-1,0,0,0,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1
"146",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,2,-1,2,-1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
"147",372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-11,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",375,1,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,-1,0,0,0,0,1,-5,-2,0,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,1,-1,0,0,0,0,-2,2,0,1,-1,1,-1,0,0,0,0,1,-1,0,-1,1,0,0,0,0,0,0,-1,0,0
"150",376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",379,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,-2,3,-3,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0
"153",380,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,-2,1,0,1,-1,0,1,-3,1,1,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0
"154",382,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,-1,1,1,0,-12,-11,0,0,0,-1,0,0,0,0,-1,0,0,0,3,-3,0,1,-1,0,0,-2,2,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,2,-2,0
"155",383,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0
"156",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2,-2,0,0,0,0,0,0,1,-2,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",387,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,1,-2,2,-2,0,-1,2,-2,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,2,-2,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
